ผลคะแนนการเลือกตั้งสมาชิกสภาผู้แทนราษฎร แบบแบ่งเขตเลือกตั้ง เมื่อวันที่ 24 มีนาคม 2562,,,,,
จำแนกตามเขตเลือกตั้ง,,,,,
,,,,,
จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,ผลคะแนน
,,24,นางสาวธันย์สิตา  ชัยภูวเวโรจน์,ภราดรภาพ,40
,,22,นายอำนาจ  สุดใจนาค,ครูไทยเพื่อประชาชน,38
กรุงเทพมหานคร,11,29,นายเอกวัฒน์  พิมพ์สวรรค์,สามัญชน,37
,,27,นางสาวทัศนีย์วรรณ  ชมดี,ประชาธรรมไทย,33
,,31,นางสาวพิทยา  เชิดชูบัณฑิต,ภาคีเครือข่ายไทย,26
,,25,นางกัญญา  ปาลกะวงศ์ ณ อยุธยา,ประชาไทย,23
,,20,นายกิตติธร  เตชะกฤตเมธีพงศ์,พลังปวงชนไทย,19
,,26,สิบเอก สิทธิชัย  แสงพันธุ์,พลังไทสร้างชาติ,18
,12,8,นายอนุสรณ์  ปั้นทอง,เพื่อไทย,"30,254"
,,1,นายเอราวัณ  วานิชย์หานนท์,อนาคตใหม่,"27,629"
,,12,นางสาวนพวรรณ  หัวใจมั่น,พลังประชารัฐ,"27,571"
,,6,นายรัฐพงศ์  ระหงษ์,ประชาธิปัตย์,"11,075"
,,24,นายวัชรินทร์  อนันต์หน่อ,เศรษฐกิจใหม่,"5,174"
,,11,นางสาวปราณี  เชื้อเกตุ,ภูมิใจไทย,"4,057"
,,13,นายธนกฤต  ธนิศราพงศ์,เสรีรวมไทย,"2,394"
,,4,นายณัฐกร  มั่นจิตต์,รวมพลังประชาชาติไทย,625
,,14,นายสมบัติ  ตั้งก่อเกียรติ,รักษ์ผืนป่าประเทศไทย,510
,,9,นายประสพโชค  ธรรมรักษา,พลังท้องถิ่นไท,436
,,7,นางวริยดา  สาสิงห์,ชาติไทยพัฒนา,345
,,3,นายปิยะพงษ์  สาครเย็น,เพื่อชาติ,304
,,5,นายสมศักดิ์  ภมรเรวดี,ชาติพัฒนา,181
,,32,นายสอาด  คงสกุล,ประชากรไทย,145
,,16,นายปรีดา  ลิ้มนนทกุล,ประชาชนปฏิรูป,143
,,2,นายณัฐดนัย  ชนิตร์วัฒน์,พลังธรรมใหม่,139
,,10,นายมนตรี  บุญจรัส,ประชาชาติ,127
,,28,นายธนาวุฒิ  อาจจำเนียร,ประชาภิวัฒน์,118
,,21,นายอิทธิพงศ์  พงษ์สมบัติ,ประชาธิปไตยใหม่,106
,,27,นางวิมลทิพย์  มนมณีไทย,พลังไทยรักไทย,78
,,29,นายอนุภาพ  วรรณวิชิต,ประชาไทย,63
,,22,นายวชิระ  แซ่ตั้ง,ทางเลือกใหม่,58
,,30,นายเดชาธร  รุ่งสว่างหิรัณย์,ประชาธรรมไทย,56
,,26,นางสาวกนิษฐา  ทองอินทร์,ครูไทยเพื่อประชาชน,47
,,20,นายอัคราเชนทร์  ปิ่นวันนา,ประชานิยม,41
,,25,นายสุชาติ  ตาคำ,พลังชาติไทย,41
,,33,นางสิริรัชช์กร  อริยธนันกร,ภาคีเครือข่ายไทย,37
,,15,นางธีติมา  พวงเพชรลาภ,มหาชน,30
,,18,นายเอนก  สนามชัย,ภราดรภาพ,30
,,23,นายกิตติพงศ์  ท่าพิกุล,พลังปวงชนไทย,30
,,31,นายวิชัย  ศุขะพันธุ์,พลังไทสร้างชาติ,28
,,19,นางพรตชนก  จินดาวรรณ,เพื่อแผ่นดิน,27
,,17,นางสาวนาตยา  มาลีแย้ม,มติประชา,16
,13,9,นางสาวฐิติภัสร์  โชติเดชาชัยนันต์,พลังประชารัฐ,"27,417"
,,5,นายตรีรัตน์  ศิริจันทโรภาส,เพื่อไทย,"23,874"
,,10,นางสาวณิชชา  บุญลือ,อนาคตใหม่,"23,652"
,,8,นายพริษฐ์  วัชรสินธุ,ประชาธิปัตย์,"17,974"
,,21,นางนิตยา  ชูกำเหนิด,เศรษฐกิจใหม่,"4,795"
,,17,นายเบญจรงค์  สวัสดิ์พาณิชย์,เสรีรวมไทย,"2,101"
,,14,นางวรลักษณ์  ศรีสอาด,ประชาชาติ,"1,513"
,,6,นายอัครกฤษ  นุ่นจันทร์,ภูมิใจไทย,918
กรุงเทพมหานคร,13,2,นายเกตินิคม  กฤษณะเศรณี,รวมพลังประชาชาติไทย,677
,,16,นายอภินันท์  ปลอดเปลี่ยว,รักษ์ผืนป่าประเทศไทย,331
,,1,นางพิมานมาศ  ภิญญาวัฒน์,เพื่อชาติ,250
,,4,ร้อยตำรวจเอก ศักดิ์ชัย  จีรพรชัย,ชาติไทยพัฒนา,236
,,15,นายภัทรวรรธน์  ประวาหะนาวิน,ประชาชนปฏิรูป,178
,,13,นายกร  ศิรินาม,พลังท้องถิ่นไท,151
,,12,นายพรเทพ  จันทรนิภ,ชาติพัฒนา,128
,,7,นายพรประชา  พรรษาสกุล,พลังธรรมใหม่,127
,,25,นายพิทักษ์  สุริยันต์,พลังประชาธิปไตย,99
,,11,นายสมธีร์  แก้วกา,ประชาภิวัฒน์,92
,,24,นายธนาวุฒิ  บุญฤทธิ์,พลังไทยรักไทย,80
,,29,นายเรวัต  ปิยโชติสกุลชัย,พลเมืองไทย,75
,,22,นายอานนท์  ไชยดวง,ทางเลือกใหม่,69
,,20,นางสมยงค์  ชมภูวิเศษ,ประชาธิปไตยใหม่,57
,,3,นายอรรถ  ชาญวิชัย,เพื่อแผ่นดิน,52
,,23,นายกิตติชัย  สิงหบุตร,ครูไทยเพื่อประชาชน,48
,,19,นางสาวศิรินทร  อินทร,ประชานิยม,37
,,18,นายสรสัณห์  อาภาภิรม,ภราดรภาพ,32
,,26,นายเลิศเดช  รักไทย,พลังชาติไทย,26
,,31,นายมนตรี  ศิริวัฒนาวรากร,ไทรักธรรม,26
,,28,นายคมฐณิษฎ์  ภษิกุญ,พลังปวงชนไทย,25
,,27,นายธีรพัฒน์  บุญภิรักษ์,มหาชน,21
,,30,นายจอมพจน์  สร้อยสุวรรณ,ประชาธรรมไทย,13
,14,5,นายพลภูมิ  วิภัติภูมิประเทศ,เพื่อไทย,"31,445"
,,9,นายณริช  ผลานุรักษา,พลังประชารัฐ,"25,908"
,,10,นายศุภชัย  กุลโชควณิช,อนาคตใหม่,"24,461"
,,6,นายพรพรหม ณ.ส.  วิกิตเศรษฐ์,ประชาธิปัตย์,"13,375"
,,14,นายแมน  เจริญวัลย์,รวมพลังประชาชาติไทย,"5,518"
,,23,นายสุพจน์  อินทะสุข,เศรษฐกิจใหม่,"4,767"
,,4,นายทัฬอิญ  จิรเปรมธนิก,เสรีรวมไทย,"2,424"
,,8,นายชูชีพ  ตรีโภคา,ภูมิใจไทย,"1,332"
,,19,ว่าที่ ร้อยโท วีรพล  วงษ์มะเซาะ,รักษ์ผืนป่าประเทศไทย,368
,,13,นายประทีป  มุสิกชาติ,ประชาชนปฏิรูป,230
,,11,นายปองเดช  ภิรมย์,ชาติไทยพัฒนา,225
,,1,นายสรายุทธ์  นาทะพันธ์,ประชาชาติ,206
,,16,นายตฤณธัป  เทพประสิทธิ์,ไทยศรีวิไลย์,202
,,20,นายประวัติ  เทียนขุนทด,อนาคตไทย,198
,,7,นายณปภัช  จำปา,ชาติพัฒนา,159
,,15,นายชวิศ  ชุมพล,เพื่อชาติ,140
,,21,นายพีราวิชญ์  ปัจฉิมนันท์,พลังประชาธิปไตย,134
